incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP24020300000830,02/03/2024 12:00:00 AM,"AUTO, STOLEN",859,E,E2,700 BLOCK,716 STREAMSIDE DR,38.89912623167038,-76.81642627716064,"(38.89912623167038,-76.81642627716064)"
PP24020400000349,02/04/2024 12:00:00 AM,"ROBBERY, VEHICLE",305,G,G3,,NYE ST / NORTH ENGLEWOOD DR,38.91028106212616,-76.92075677216053,"(38.91028106212616,-76.92075677216053)"
PP24020200000312,02/02/2024 12:00:00 AM,"AUTO, STOLEN",332,G,G5,3300 BLOCK,3329 75TH AVE,38.93488730490208,-76.8817148655653,"(38.93488730490208,-76.8817148655653)"
PP24020600000421,02/06/2024 12:00:00 AM,THEFT FROM AUTO,859,E,E2,1000 BLOCK,1020 WESTLAKE DR,38.9040474742651,-76.82331602275372,"(38.9040474742651,-76.82331602275372)"
PP24020500001366,02/05/2024 12:00:00 AM,THEFT,618,F,F1,7000 BLOCK,7050 ALLENTOWN RD,38.79315531253815,-76.92600610852242,"(38.79315531253815,-76.92600610852242)"
PP24020200001176,02/02/2024 12:00:00 AM,THEFT FROM AUTO,829,D,D5,11600 BLOCK,11611 LANHAM SEVERN RD,38.99492655694485,-76.8046152740717,"(38.99492655694485,-76.8046152740717)"
PP24020700000321,02/07/2024 12:00:00 AM,"AUTO, STOLEN",615,K,K6,2900 BLOCK,2913 BRINKLEY RD,38.8049663156271,-76.95848636329174,"(38.8049663156271,-76.95848636329174)"
PP24020600000467,02/06/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,713,E,E5,16000 BLOCK,16018 MARLBORO PIKE,38.82235473394394,-76.72751569747925,"(38.82235473394394,-76.72751569747925)"
PP24020300001344,02/03/2024 12:00:00 AM,ACCIDENT,256,B,B5,6900 BLOCK,6900 HEIDELBURG RD,38.98016281425953,-76.88335527479649,"(38.98016281425953,-76.88335527479649)"
PP24020600001551,02/06/2024 12:00:00 AM,THEFT FROM AUTO,407,G,G7,1000 BLOCK,1032 HAMPTON PARK BLVD,38.87550422549248,-76.84857845306396,"(38.87550422549248,-76.84857845306396)"
PP24020600000602,02/06/2024 12:00:00 AM,THEFT FROM AUTO,107,A,A7,1900 BLOCK,1928 REDOAK DR,38.99886356294155,-76.9748905301094,"(38.99886356294155,-76.9748905301094)"
PP24020300001652,02/03/2024 12:00:00 AM,ACCIDENT,603,J,J5,,LIVINGSTON RD / LINDSAY RD,38.79217106103897,-76.98637343943119,"(38.79217106103897,-76.98637343943119)"
PP24020500000771,02/05/2024 12:00:00 AM,"AUTO, STOLEN",825,D,D1,8700 BLOCK,8741 BRAE BROOKE DR,38.986068308353424,-76.85579627752304,"(38.986068308353424,-76.85579627752304)"
PP24020700001381,02/07/2024 12:00:00 AM,"AUTO, STOLEN",431,K,K3,4000 BLOCK,4071 SILVER HILL RD NB,38.84105548262596,-76.93880136311054,"(38.84105548262596,-76.93880136311054)"
PP24020500002073,02/05/2024 12:00:00 AM,"AUTO, STOLEN",429,K,K2,3600 BLOCK,3610 OLD SILVER HILL RD,38.84368014335632,-76.94930003583431,"(38.84368014335632,-76.94930003583431)"
PP24020500001435,02/05/2024 12:00:00 AM,ACCIDENT,642,W,W6,,CRAIN HWY SW / CHADDS FORD DR,38.67471723258495,-76.87613745033741,"(38.67471723258495,-76.87613745033741)"
PP24020600002248,02/06/2024 12:00:00 AM,"ROBBERY, COMMERCIAL",418,H,H6,3400 BLOCK,3434 DONNELL DR NB,38.844336315989494,-76.88335527479649,"(38.844336315989494,-76.88335527479649)"
PP24020700002381,02/07/2024 12:00:00 AM,"ROBBERY, VEHICLE",307,G,G6,,VIRGINIA AVE / KENT TOWN DR,38.92438864707947,-76.88630802929401,"(38.92438864707947,-76.88630802929401)"
PP24020600001221,02/06/2024 12:00:00 AM,"ASSAULT, WEAPON",261,G,G5,4300 BLOCK,4351 GARDEN CITY DR,38.94932298362255,-76.86760728061199,"(38.94932298362255,-76.86760728061199)"
PP24020200000325,02/02/2024 12:00:00 AM,"B & E, COMMERCIAL",624,F,F2,7700 BLOCK,7722 OLD BRANCH AVE,38.784297063946724,-76.89811903238297,"(38.784297063946724,-76.89811903238297)"
PP24020700001677,02/07/2024 12:00:00 AM,ACCIDENT,949,C,C1,,EDMONSTON RD / CHERRYWOOD LN,39.01165881752968,-76.89254161715508,"(39.01165881752968,-76.89254161715508)"
PP24020800000320,02/08/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,627,W,W4,,OLD FORT RD / ALLENTOWN RD,38.7518168091774,-76.97849944233894,"(38.7518168091774,-76.97849944233894)"
PP24020300001141,02/03/2024 12:00:00 AM,THEFT,657,J,J41,6800 BLOCK,6800 OXON HILL RD#845,38.796108067035675,-77.00146527588367,"(38.796108067035675,-77.00146527588367)"
PP24020400001771,02/04/2024 12:00:00 AM,"AUTO, STOLEN",507,K,K3,3700 BLOCK,3737 BRANCH AVE SB,38.838758900761604,-76.94765961170197,"(38.838758900761604,-76.94765961170197)"
PP24020300001726,02/03/2024 12:00:00 AM,THEFT FROM AUTO,645,W,W5,2500 BLOCK,2500 MEDINAH RIDGE RD,38.694074138998985,-76.96570420265198,"(38.694074138998985,-76.96570420265198)"
PP24020200001797,02/02/2024 12:00:00 AM,"AUTO, STOLEN",829,TRU,D5,11600 BLOCK,11600 GLENN DALE BLVD WB,38.980490893125534,-76.80527144670486,"(38.980490893125534,-76.80527144670486)"
PP24020500001525,02/05/2024 12:00:00 AM,ACCIDENT,427,H,H5,,SILVER HILL RD NB / NAVY DAY DR,38.8446643948555,-76.92830269038677,"(38.8446643948555,-76.92830269038677)"
PP24020300001244,02/03/2024 12:00:00 AM,THEFT FROM AUTO,407,G,G7,1000 BLOCK,1032 HAMPTON PARK BLVD,38.87550422549248,-76.84857845306396,"(38.87550422549248,-76.84857845306396)"
PP24020400001741,02/04/2024 12:00:00 AM,"ROBBERY, VEHICLE",416,H,H2,2100 BLOCK,2151 BROOKS DR,38.86139664053917,-76.91878828406334,"(38.86139664053917,-76.91878828406334)"
PP24020200001315,02/02/2024 12:00:00 AM,"AUTO, STOLEN",6010,J,J41,100 BLOCK,145 RIVERHAVEN DR,38.78364089131355,-77.01262010633945,"(38.78364089131355,-77.01262010633945)"
PP24020200000490,02/02/2024 12:00:00 AM,"AUTO, STOLEN",887,D,D1,8800 BLOCK,8827 GREENBELT RD EB,38.98934914171696,-76.85317161679268,"(38.98934914171696,-76.85317161679268)"
PP24020700000111,02/07/2024 12:00:00 AM,THEFT,911,C,C6,6900 BLOCK,6940 MAYFAIR TER,39.08777414262295,-76.88663610816002,"(39.08777414262295,-76.88663610816002)"
PP24020800001514,02/08/2024 12:00:00 AM,THEFT,629,W,W4,10100 BLOCK,10100 MIKE RD,38.75083255767822,-76.95618978142738,"(38.75083255767822,-76.95618978142738)"
PP24020500000683,02/05/2024 12:00:00 AM,"B & E, COMMERCIAL",116,A,A3,6800 BLOCK,6824 RIGGS RD SB,38.97294497489929,-76.97981177270412,"(38.97294497489929,-76.97981177270412)"
PP24020400000830,02/04/2024 12:00:00 AM,ACCIDENT,524,J,J1,5100 BLOCK,5141 INDIAN HEAD HWY SB,38.81940197944641,-77.00113719701767,"(38.81940197944641,-77.00113719701767)"
PP24020200001932,02/02/2024 12:00:00 AM,ACCIDENT,888,D,D1,9900 BLOCK,9922 LANHAM SEVERN RD,38.97917856276035,-76.83479894697666,"(38.97917856276035,-76.83479894697666)"
PP24020700002023,02/07/2024 12:00:00 AM,THEFT,441,H,H2,5800 BLOCK,5870 SILVER HILL RD SB,38.85713155567646,-76.90566495060921,"(38.85713155567646,-76.90566495060921)"
PP24020400001518,02/04/2024 12:00:00 AM,THEFT,424,H,H6,7100 BLOCK,7101 MOUNT FOREST TER,38.84039930999279,-76.88597995042801,"(38.84039930999279,-76.88597995042801)"
PP24020500000857,02/05/2024 12:00:00 AM,"AUTO, STOLEN",106,B,B7,9300 BLOCK,9304 LIMESTONE PL,39.01001839339733,-76.95159661769867,"(39.01001839339733,-76.95159661769867)"
PP24020800001423,02/08/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,904,C,C5,,CONTEE RD EB / ARDEN WAY,39.073338478803635,-76.85120311379433,"(39.073338478803635,-76.85120311379433)"
PP24020400001008,02/04/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,703,E,E5,13900 BLOCK,13901 CENTRAL AVE EB,38.89912623167038,-76.76688569784164,"(38.89912623167038,-76.76688569784164)"
PP24020700000459,02/07/2024 12:00:00 AM,"AUTO, STOLEN",225,B,B3,6300 BLOCK,6330 57TH AVE,38.96539905667305,-76.91813211143017,"(38.96539905667305,-76.91813211143017)"
PP24020500000296,02/05/2024 12:00:00 AM,"B & E, COMMERCIAL",314,G,G4,7200 BLOCK,7206 SHERIFF RD WB,38.91323381662369,-76.8817148655653,"(38.91323381662369,-76.8817148655653)"
PP24020200001824,02/02/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,936,C,C2,3000 BLOCK,3002 POWDER MILL RD,39.02970339357853,-76.95717403292656,"(39.02970339357853,-76.95717403292656)"
PP24020100002528,02/01/2024 12:00:00 AM,THEFT,656,J,J5,6200 BLOCK,6275 OXON HILL RD SB,38.803653970360756,-76.98867003619671,"(38.803653970360756,-76.98867003619671)"
PP24020700001291,02/07/2024 12:00:00 AM,ACCIDENT,615,K,K6,2400 BLOCK,2413 BRINKLEY RD,38.8052943944931,-76.96439185738564,"(38.8052943944931,-76.96439185738564)"
PP24020600001238,02/06/2024 12:00:00 AM,"B & E, RESIDENTIAL",427,H,H5,5600 BLOCK,5611 REGENCY PARK CT,38.83810272812843,-76.91058619320393,"(38.83810272812843,-76.91058619320393)"
PP24020700002084,02/07/2024 12:00:00 AM,"ROBBERY, VEHICLE",655,W,W4,12500 BLOCK,12509 OLD FORT RD,38.71802422404289,-76.984404951334,"(38.71802422404289,-76.984404951334)"
PP24020300000210,02/03/2024 12:00:00 AM,"ASSAULT, SHOOTING",905,C,C5,12600 BLOCK,12617 LAUREL BOWIE RD NB,39.063495978713036,-76.8384078592062,"(39.063495978713036,-76.8384078592062)"
PP24020800000103,02/08/2024 12:00:00 AM,"AUTO, STOLEN & RECOVERED",909,C,C6,,OLD GUNPOWDER RD / SANDY SPRING RD EB,39.10089747607708,-76.90697728097439,"(39.10089747607708,-76.90697728097439)"
PP24020600001677,02/06/2024 12:00:00 AM,ACCIDENT,860,E,E6,,ENTERPRISE RD NB / KINGS VALLEY DR,38.90240706503391,-76.79411661624908,"(38.90240706503391,-76.79411661624908)"
PP24020400001280,02/04/2024 12:00:00 AM,ACCIDENT,101,A,A7,,ADELPHI RD NB / FOX ST,39.009034141898155,-76.97390627861023,"(39.009034141898155,-76.97390627861023)"
PP24020700000587,02/07/2024 12:00:00 AM,THEFT,408,H,H1,4800 BLOCK,4820 MARLBORO PIKE WB,38.873535722494125,-76.93059927225113,"(38.873535722494125,-76.93059927225113)"
PP24020500002176,02/05/2024 12:00:00 AM,THEFT FROM AUTO,701,E,E3,11100 BLOCK,11105 WOODLAWN BLVD,38.87189531326294,-76.81445777416229,"(38.87189531326294,-76.81445777416229)"
PP24020600001009,02/06/2024 12:00:00 AM,THEFT,6010,J,J41,100 BLOCK,100 MONUMENT AVE,38.79938890039921,-77.00343377888203,"(38.79938890039921,-77.00343377888203)"
PP24020800000167,02/08/2024 12:00:00 AM,"AUTO, STOLEN",307,G,G6,2300 BLOCK,2346 VERMONT AVE,38.921107813715935,-76.8918854445219,"(38.921107813715935,-76.8918854445219)"
PP24020800000561,02/08/2024 12:00:00 AM,THEFT,415,H,H2,4800 BLOCK,4829 MARLBORO PIKE EB,38.872879564762115,-76.92994311451912,"(38.872879564762115,-76.92994311451912)"
PP24020300002307,02/03/2024 12:00:00 AM,"ROBBERY, VEHICLE",503,K,K2,3800 BLOCK,3882 26TH AVE,38.83744655549526,-76.95225277543068,"(38.83744655549526,-76.95225277543068)"
PP24020500000789,02/05/2024 12:00:00 AM,THEFT,427,H,H5,3900 BLOCK,3904 REGENCY PKWY,38.83547806739807,-76.91025811433792,"(38.83547806739807,-76.91025811433792)"
PP24020200002083,02/02/2024 12:00:00 AM,"AUTO, STOLEN",103,B,B7,9300 BLOCK,9320 CHERRY HILL RD,39.01789239048958,-76.93584860861301,"(39.01789239048958,-76.93584860861301)"
PP24020700002285,02/07/2024 12:00:00 AM,"AUTO, STOLEN",632,H,F4,5500 BLOCK,5545 EAST BONIWOOD TURN,38.732459887862206,-76.91222661733627,"(38.732459887862206,-76.91222661733627)"
PP24020400001137,02/04/2024 12:00:00 AM,"AUTO, STOLEN",418,H,H6,6800 BLOCK,6803 MARLBORO PIKE EB,38.85089798271656,-76.88958886265755,"(38.85089798271656,-76.88958886265755)"
PP24020600000897,02/06/2024 12:00:00 AM,ASSAULT,236,B,B4,5300 BLOCK,5301 76TH AVE,38.95227572321892,-76.88466760516167,"(38.95227572321892,-76.88466760516167)"
PP24020200000932,02/02/2024 12:00:00 AM,THEFT,657,J,J41,6800 BLOCK,6800 OXON HILL RD#100,38.79348339140415,-77.00244952738285,"(38.79348339140415,-77.00244952738285)"
PP24020200001438,02/02/2024 12:00:00 AM,THEFT,110,A,A4,8100 BLOCK,8135 15TH AVE,38.98967722058296,-76.98112411797047,"(38.98967722058296,-76.98112411797047)"
PP24020300001697,02/03/2024 12:00:00 AM,"ROBBERY, VEHICLE",332,G,G5,3400 BLOCK,3416 DODGE PARK RD,38.930950313806534,-76.88073061406612,"(38.930950313806534,-76.88073061406612)"
PP24020300001577,02/03/2024 12:00:00 AM,"AUTO, STOLEN",732,F,F3,7900 BLOCK,7908 BELLEFONTE PL,38.78036005795002,-76.86957578361034,"(38.78036005795002,-76.86957578361034)"
PP24020700000464,02/07/2024 12:00:00 AM,THEFT FROM AUTO,924,C,C3,11700 BLOCK,11730 BALTIMORE AVE SB,39.0500445663929,-76.9017279446125,"(39.0500445663929,-76.9017279446125)"
PP24020400000698,02/04/2024 12:00:00 AM,ACCIDENT,856,E,E2,9800 BLOCK,9802 BYWARD BLVD,38.921107813715935,-76.83578319847584,"(38.921107813715935,-76.83578319847584)"
PP24020600000492,02/06/2024 12:00:00 AM,"AUTO, STOLEN",443,K,K4,4300 BLOCK,4311 TELFAIR BLVD,38.83121298253536,-76.91353894770145,"(38.83121298253536,-76.91353894770145)"
PP24020300001767,02/03/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,826,D,D1,,GOOD LUCK RD / 94TH AVE,38.97917856276035,-76.85087503492832,"(38.97917856276035,-76.85087503492832)"
PP24020700001159,02/07/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,238,B,B5,,VETERANS PKWY SB / WB JOHN HANSON HWY ONRP SB VETERANS PKY,38.94604215025902,-76.8817148655653,"(38.94604215025902,-76.8817148655653)"
PP24020200000515,02/02/2024 12:00:00 AM,THEFT FROM AUTO,104,A,A7,1800 BLOCK,1836 METZEROTT RD,39.00509715080261,-76.97620286047459,"(39.00509715080261,-76.97620286047459)"
PP24020400000636,02/04/2024 12:00:00 AM,ACCIDENT,622,F,F1,,PISCATAWAY RD / DALMATIA DR,38.75476956367493,-76.9217410236597,"(38.75476956367493,-76.9217410236597)"
PP24020800000443,02/08/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,313,G,G4,6700 BLOCK,6715 SHERIFF RD,38.90962488949299,-76.88991694152355,"(38.90962488949299,-76.88991694152355)"
PP24020200000982,02/02/2024 12:00:00 AM,THEFT FROM AUTO,415,H,H2,4100 BLOCK,4104 TORQUE ST,38.871567234396935,-76.93584860861301,"(38.871567234396935,-76.93584860861301)"
PP24020400001761,02/04/2024 12:00:00 AM,"ROBBERY, VEHICLE",424,H,H6,6500 BLOCK,6571 HIL MAR DR,38.84302397072315,-76.89483819901943,"(38.84302397072315,-76.89483819901943)"
PP24020400001263,02/04/2024 12:00:00 AM,"AUTO, STOLEN",827,D,D2,9800 BLOCK,9813 GOOD LUCK RD EB,38.98442789912224,-76.84037636220455,"(38.98442789912224,-76.84037636220455)"
PP24020800000419,02/08/2024 12:00:00 AM,ACCIDENT,916,C,C4,,LAUREL BOWIE RD SB / MUIRKIRK RD,39.06448023021221,-76.83972018957138,"(39.06448023021221,-76.83972018957138)"
PP24020200000475,02/02/2024 12:00:00 AM,ACCIDENT,307,G,G6,,LANDOVER RD EB / PINEBROOK AVE,38.92701330780983,-76.89024503529072,"(38.92701330780983,-76.89024503529072)"
PP24020300000422,02/03/2024 12:00:00 AM,"AUTO, STOLEN",858,E,E2,9400 BLOCK,9401 LARGO DR W,38.89551730453968,-76.84332911670208,"(38.89551730453968,-76.84332911670208)"
PP24020800001695,02/08/2024 12:00:00 AM,ACCIDENT,732,F,F3,7800 BLOCK,7833 WOODYARD RD,38.78232856094837,-76.85120311379433,"(38.78232856094837,-76.85120311379433)"
PP24020600000557,02/06/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,444,H,H4,5000 BLOCK,5019 SILVER HILL RD NB,38.851226061582565,-76.92010061442852,"(38.851226061582565,-76.92010061442852)"
PP24020700000395,02/07/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,411,H,H3,,WALKER MILL RD EB / ROCHELL AVE,38.8643493950367,-76.89451010525227,"(38.8643493950367,-76.89451010525227)"
PP24020400001218,02/04/2024 12:00:00 AM,"ROBBERY, OTHER",423,H,H4,5000 BLOCK,5016 SILVER HILL CT,38.852538391947746,-76.91517935693264,"(38.852538391947746,-76.91517935693264)"
PP24020200001450,02/02/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,303,G,G5,7400 BLOCK,7474 LANDOVER RD WB,38.927669480443,-76.8879484385252,"(38.927669480443,-76.8879484385252)"
PP24020600002301,02/06/2024 12:00:00 AM,"ASSAULT, SHOOTING",610,J,J4,700 BLOCK,740 CADY DR,38.759690806269646,-76.99588786065578,"(38.759690806269646,-76.99588786065578)"
PP24020800001425,02/08/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,517,J,J3,,BIRCHWOOD DR / GALLOWAY DR,38.80824714899063,-76.984404951334,"(38.80824714899063,-76.984404951334)"
PP24020600001516,02/06/2024 12:00:00 AM,THEFT FROM AUTO,422,H,H4,4600 BLOCK,4637 LACY AVE,38.85352264344692,-76.92633420228958,"(38.85352264344692,-76.92633420228958)"
PP24020500001779,02/05/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,602,J,J4,,KERBY HILL RD / INDIAN HEAD HWY SB,38.78036005795002,-76.99752828478813,"(38.78036005795002,-76.99752828478813)"
PP24020600001520,02/06/2024 12:00:00 AM,THEFT FROM AUTO,858,E,E2,9600 BLOCK,9640 LOTTSFORD CT,38.911921471357346,-76.84103253483772,"(38.911921471357346,-76.84103253483772)"
PP24020200002187,02/02/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,444,H,H4,,PENNSYLVANIA AVE EB / SILVER HILL RD NB,38.85319456458092,-76.91025811433792,"(38.85319456458092,-76.91025811433792)"
PP24020500002382,02/05/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,307,G,G6,,KENT TOWN PL / HAWTHORNE ST,38.92471672594547,-76.88696420192719,"(38.92471672594547,-76.88696420192719)"
PP24020400001175,02/04/2024 12:00:00 AM,"AUTO, STOLEN",715,H,E4,11400 BLOCK,11425 OLD MARLBORO PIKE,38.81382456421852,-76.80789610743523,"(38.81382456421852,-76.80789610743523)"
PP24020700000364,02/07/2024 12:00:00 AM,THEFT FROM AUTO,204,B,B7,9000 BLOCK,9021 50TH PL,39.00148822367191,-76.92338144779205,"(39.00148822367191,-76.92338144779205)"
PP24020600001480,02/06/2024 12:00:00 AM,THEFT,127,A,A5,2000 BLOCK,2000 EAST WEST HWY EB,38.96966414153576,-76.97653093934059,"(38.96966414153576,-76.97653093934059)"
PP24020300001399,02/03/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,323,G,G1,,EAST CAPITOL ST / CENTRAL AVE,38.88665905594826,-76.9017279446125,"(38.88665905594826,-76.9017279446125)"
PP24020400001530,02/04/2024 12:00:00 AM,"AUTO, STOLEN",603,J,J5,6400 BLOCK,6405 LIVINGSTON RD,38.80037313699722,-76.98670153319836,"(38.80037313699722,-76.98670153319836)"
PP24020600001953,02/06/2024 12:00:00 AM,THEFT,843,D,D5,10400 BLOCK,10401 MARTIN LUTHER KING JUNIOR HWY EB,38.9535880535841,-76.82495644688606,"(38.9535880535841,-76.82495644688606)"
PP24020700001148,02/07/2024 12:00:00 AM,THEFT,911,C,C6,6900 BLOCK,6961 MAYFAIR TER,39.08777414262295,-76.88532377779484,"(39.08777414262295,-76.88532377779484)"
PP24020500000859,02/05/2024 12:00:00 AM,THEFT FROM AUTO,104,A,A7,1800 BLOCK,1822 METZEROTT RD,39.00378480553627,-76.97620286047459,"(39.00378480553627,-76.97620286047459)"
PP24020500000354,02/05/2024 12:00:00 AM,THEFT FROM AUTO,226,B,B5,6200 BLOCK,6205 FERNWOOD TER,38.96310247480869,-76.90107177197933,"(38.96310247480869,-76.90107177197933)"
PP24020500001119,02/05/2024 12:00:00 AM,THEFT,911,C,C6,6900 BLOCK,6961 MAYFAIR TER,39.08777414262295,-76.88532377779484,"(39.08777414262295,-76.88532377779484)"
PP24020700000257,02/07/2024 12:00:00 AM,THEFT,916,C,C4,9600 BLOCK,9685 MUIRKIRK RD,39.062839806079865,-76.8420167863369,"(39.062839806079865,-76.8420167863369)"
PP24020600002352,02/06/2024 12:00:00 AM,"ROBBERY, COMMERCIAL",422,H,H4,4900 BLOCK,4910 SILVER HILL RD SB,38.851226061582565,-76.92272527515888,"(38.851226061582565,-76.92272527515888)"
PP24020300002118,02/03/2024 12:00:00 AM,THEFT FROM AUTO,858,E,E2,800 BLOCK,800 SHOPPERS WAY,38.90175089240074,-76.8479222804308,"(38.90175089240074,-76.8479222804308)"
PP24020400001139,02/04/2024 12:00:00 AM,ACCIDENT,127,A,A5,,EAST WEST HWY EB / AGER RD NB,38.97032031416893,-76.97751519083977,"(38.97032031416893,-76.97751519083977)"
PP24020800001950,02/08/2024 12:00:00 AM,ACCIDENT,407,G,G7,,RITCHIE MARLBORO RD / RITCHIE MARLBORO RD NB,38.869270637631416,-76.84759420156479,"(38.869270637631416,-76.84759420156479)"
PP24020200001712,02/02/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,521,J,J3,,OXON HILL RD NB / BALD EAGLE RD,38.8013573884964,-77.00080911815166,"(38.8013573884964,-77.00080911815166)"
PP24020600001763,02/06/2024 12:00:00 AM,ASSAULT,124,A,A3,6700 BLOCK,6733 NEW HAMPSHIRE AVE NB,38.97261689603329,-76.99654403328896,"(38.97261689603329,-76.99654403328896)"
PP24020800001409,02/08/2024 12:00:00 AM,ACCIDENT,612,J,J6,8300 BLOCK,8340 INDIAN HEAD HWY NB,38.774454563856125,-76.99621593952179,"(38.774454563856125,-76.99621593952179)"
PP24020300001331,02/03/2024 12:00:00 AM,ACCIDENT,636,W,W1,100 BLOCK,102 SWAN CREEK RD,38.72491396963596,-77.00540228188038,"(38.72491396963596,-77.00540228188038)"
PP24020700000430,02/07/2024 12:00:00 AM,THEFT FROM AUTO,104,A,A7,1800 BLOCK,1830 METZEROTT RD,39.0070656388998,-76.9745624512434,"(39.0070656388998,-76.9745624512434)"
PP24020500000670,02/05/2024 12:00:00 AM,"B & E, COMMERCIAL",312,G,G2,,SHERIFF RD / GLEN WILLOW DR,38.90732830762863,-76.90336836874485,"(38.90732830762863,-76.90336836874485)"
PP24020300001744,02/03/2024 12:00:00 AM,THEFT FROM AUTO,218,B,B6,7300 BLOCK,7328 EDMONSTON RD,38.97983472049236,-76.91353894770145,"(38.97983472049236,-76.91353894770145)"
PP24020600001622,02/06/2024 12:00:00 AM,THEFT FROM AUTO,517,J,J3,5500 BLOCK,5532 LIVINGSTON TER,38.81579306721687,-76.99588786065578,"(38.81579306721687,-76.99588786065578)"
PP24020600001778,02/06/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,404,H,H1,,ADDISON RD S / PINE GROVE RD,38.87025488913059,-76.89418202638626,"(38.87025488913059,-76.89418202638626)"
PP24020700001342,02/07/2024 12:00:00 AM,THEFT FROM AUTO,131,A,A2,6200 BLOCK,6207 SARGENT RD NB,38.966383308172226,-76.98309260606766,"(38.966383308172226,-76.98309260606766)"
PP24020800000586,02/08/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,704,E,E5,16100 BLOCK,16109 QUEENS CT,38.87091106176376,-76.72259443998337,"(38.87091106176376,-76.72259443998337)"
PP24020500000439,02/05/2024 12:00:00 AM,THEFT FROM AUTO,839,D,D5,9400 BLOCK,9405 LANHAM SEVERN RD,38.971960723400116,-76.84693802893162,"(38.971960723400116,-76.84693802893162)"
PP24020700001367,02/07/2024 12:00:00 AM,ACCIDENT,916,C,C4,12500 BLOCK,12510 SILVERBIRCH LN,39.062839806079865,-76.8479222804308,"(39.062839806079865,-76.8479222804308)"
PP24020600000631,02/06/2024 12:00:00 AM,THEFT FROM AUTO,917,C,C2,12900 BLOCK,12909 BAY HILL DR,39.067761063575745,-76.92600610852242,"(39.067761063575745,-76.92600610852242)"
PP24020300001301,02/03/2024 12:00:00 AM,ACCIDENT WITH IMPOUND,259,B,B1,,KENILWORTH AVE NB / TUXEDO RD,38.91913931071758,-76.9309273660183,"(38.91913931071758,-76.9309273660183)"
PP24020700001986,02/07/2024 12:00:00 AM,ACCIDENT,508,K,K3,4300 BLOCK,4329 SAINT BARNABAS RD SB,38.829572558403015,-76.94273836910725,"(38.829572558403015,-76.94273836910725)"
PP24020400000165,02/04/2024 12:00:00 AM,"B & E, RESIDENTIAL",6010,J,J41,100 BLOCK,145 RIVERHAVEN DR,38.78364089131355,-77.01262010633945,"(38.78364089131355,-77.01262010633945)"
PP24020800000828,02/08/2024 12:00:00 AM,"AUTO, STOLEN & RECOVERED",125,A,A3,700 BLOCK,717 COX AVE,38.96802373230457,-76.99720019102097,"(38.96802373230457,-76.99720019102097)"
PP24020400001991,02/04/2024 12:00:00 AM,"AUTO, STOLEN",839,D,D5,,CARTER AVE / ANNAPOLIS RD WB,38.96539905667305,-76.84595377743244,"(38.96539905667305,-76.84595377743244)"
